group,groupLabel,variable,variableLabel,variablePage
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1316,NOV: CLR<18 HND/FT ASSL,324
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1317,NOV: CLR<18 SIMPLE ASSL,324
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1318,NOV: CLR<18 BURGLRY TOT,324
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1319,NOV: CLR<18 FORC ENTRY,325
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1320,NOV: CLR<18 ENTR-NO FOR,325
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1321,NOV: CLR<18 ATT BURGLAR,325
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1322,NOV: CLR<18 LARCENY TOT,325
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1323,NOV: CLR<18 VHC THFT TO,325
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1324,NOV: CLR<18 AUTO THEFT,326
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1325,NOV: CLR<18 TRCK/BS THF,326
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1326,NOV: CLR<18 OTH VHC THF,326
VG66F1,NOVEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1327,NOV: CLR<18 ALL FIELDS,326
VG67F1,NOVEMBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1328,NOV: OFFICRS KILL BY FE,326
VG67F1,NOVEMBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1329,NOV: OFFICRS KILL BY AC,327
VG67F1,NOVEMBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1330,NOV: OFFICERS ASSAULTED,327
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1331,DEC: MONTH INCLUDED IN,327
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1332,DEC: LAST UPDATE,328
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1333,DEC: CARD 0 TYPE,328
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1334,DEC: CARD 1 TYPE,328
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1335,DEC: CARD 2 TYPE,328
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1336,DEC: CARD 3 TYPE,329
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1337,DEC: CARD 4 TYPE,329
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1338,DEC: CARD 0 P/T,329
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1339,DEC: CARD 1 P/T,329
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1340,DEC: CARD 2 P/T,330
VG68F1,DECEMBER: ACCOUNTING VARIABLES,V1341,DEC: CARD 3 P/T,330
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1342,DEC: UNFOUNDED MURDER,330
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1343,DEC: UNFOUNDED MANSLGHT,330
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1344,DEC: UNFOUNDED RAPE TOT,331
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1345,DEC: UNFOUNDED FORC RAP,331
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1346,DEC: UNFOUND ATMPTD RAP,331
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1347,DEC: UNFOUND ROBBRY TOT,331
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1348,DEC: UNFOUND GUN ROBBER,331
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1349,DEC: UNFOUNDED KNIFE RO,332
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1350,DEC: UNFND OTHR WEAP RO,332
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1351,DEC: UNFND STRNG-ARM RO,332
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1352,DEC: UNFOUND ASSLT TOTA,332
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1353,DEC: UNFOUND GUN ASSLT,332
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1354,DEC: UNFOUND KNIFE ASSL,333
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1355,DEC: UNFND OTH WPN ASLT,333
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1356,DEC: UNFND HND/FEET ASL,333
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1357,DEC: UNFND SIMPL ASSAUL,333
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1358,DEC: UNFOUND BURG TOTAL,333
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1359,DEC: UNFOUND FORCE ENTR,334
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1360,DEC: UNFND ENTRY-NO FOR,334
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1361,DEC: UNFND ATT BURGLARY,334
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1362,DEC: UNFOUND LARCNY TOT,334
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1363,DEC: UF TOT MTR VHC THF,334
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1364,DEC: UNFOUND AUTO THEFT,334
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1365,DEC: UF TRUCK/BUS THEFT,335
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1366,DEC: UNFND OTH VHC THEF,335
VG69F1,DECEMBER: NUMBER OF UNFOUNDED OFFENSES,V1367,DEC: UNFOUND ALL FIELDS,335
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1368,DEC: ACT NUM MURDER,335
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1369,DEC: ACT NUM MANSLGHTR,335
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1370,DEC: ACT NUM RAPE TOTL,336
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1371,DEC: ACT NUM FORC RAPE,336
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1372,DEC: ACT NUM ATMPTD RAP,336
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1373,DEC: ACT NUM ROBBRY TOT,336
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1374,DEC: ACT NUM GUN ROBBER,336
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1375,DEC: ACT NUM KNIFE ROBR,337
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1376,DEC: ACT NUM OTH WPN RO,337
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1377,DEC: ACT NUM STR ARM RO,337
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1378,DEC: ACT NUM ASSLT TOTA,337
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1379,DEC: ACT NUM GUN ASSAUL,337
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1380,DEC: ACT NUM KNIFE ASSL,338
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1381,DEC: ACT # OTH WPN ASSL,338
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1382,DEC: ACT # HND/FEET ASL,338
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1383,DEC: ACT # SIMPLE ASSLT,338
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1384,DEC: ACT # BURGLARY TOT,338
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1385,DEC: ACT # FORCE ENTRY,339
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1386,DEC: ACT # ENTRY-NO FOR,339
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1387,DEC: ACT # ATT BURGLARY,339
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1388,DEC: ACT # LARCENY TOTA,339
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1389,DEC: ACT # VHC THEFT TO,339
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1390,DEC: ACT # AUTO THEFT,340
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1391,DEC: ACT # TRCK/BUS THF,340
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1392,DEC: ACT # OTH VHC THEF,340
VG70F1,DECEMBER: NUMBER OF ACTUAL OFFENSES,V1393,DEC: ACT # ALL FIELDS,340
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1394,DEC: TOT CLR MURDER,340
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1395,DEC: TOT CLR MANSLGHTR,341
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1396,DEC: TOT CLR RAPE TOTAL,341
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1397,DEC: TOT CLR FORC RAPE,341
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1398,DEC: TOT CLR ATMPTD RAP,341
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1399,DEC: TOT CLR TOTL ROBER,341
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1400,DEC: TOT CLR GUN ROBBER,342
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1401,DEC: TOT CLR KNIFE ROBR,342
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1402,DEC: TOT CLR OTH WPN RO,342
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1403,DEC: TOT CLR STR ARM RO,342
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1404,DEC: TOT CLR ASSLT TOTA,342
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1405,DEC: TOT CLR GUN ASSAUL,342
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1406,DEC: TOT CLR KNIFE ASSL,343
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1407,DEC: TOT CLR OTH WPN ASL,343
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1408,DEC: TOT CLR HND/FT ASL,343
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1409,DEC: TOT CLR SIMPLE ASL,343
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1410,DEC: TOT CLR BRGLRY TOT,343
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1411,DEC: TOT CLR FORC ENTRY,344
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1412,DEC: TOT CLR ENTR-NO FR,344
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1413,DEC: TOT CLR ATT BURGLR,344
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1414,DEC: TOT CLR LARCNY TOT,344
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1415,DEC: TOT CLR VHC THFT TO,344
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1416,DEC: TOT CLR AUTO THEFT,345
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1417,DEC: TOT CLR TRCK/BS THF,345
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1418,DEC: TOT CLR OTH VHC THF,345
VG71F1,DECEMBER: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V1419,DEC: TOT CLR ALL FIELDS,345
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1420,DEC: CLR<18 MURDER,345
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1421,DEC: CLR<18 MANSLGHTR,346
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1422,DEC: CLR<18 RAPE TOTAL,346
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1423,DEC: CLR<18 FORCE RAPE,346
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1424,DEC: CLR<18 ATTMPTD RAP,346
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1425,DEC: CLR<18 ROBBERY TOT,346
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1426,DEC: CLR<18 GUN ROBBERY,347
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1427,DEC: CLR<18 KNIFE ROBBR,347
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1428,DEC: CLR<18 OTH WPN RBR,347
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1429,DEC: CLR<18 STR ARM ROB,347
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1430,DEC: CLR<18 ASSLT TOTAL,347
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1431,DEC: CLR<18 GUN ASSAULT,348
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1432,DEC: CLR<18 KNIFE ASSLT,348
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1433,DEC: CLR<18 OTH WPN ASL,348
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1434,DEC: CLR<18 HND/FT ASSL,348
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1435,DEC: CLR<18 SIMPLE ASSL,349
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1436,DEC: CLR<18 BURGLRY TOT,349
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1437,DEC: CLR<18 FORC ENTRY,349
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1438,DEC: CLR<18 ENTR-NO FOR,349
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1439,DEC: CLR<18 ATT BURGLAR,349
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1440,DEC: CLR<18 LARCENY TOT,350
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1441,DEC: CLR<18 VHC THFT TO,350
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1442,DEC: CLR<18 AUTO THEFT,350
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1443,DEC: CLR<18 TRCK/BS THF,350
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1444,DEC: CLR<18 OTH VHC THF,350
VG72F1,DECEMBER: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V1445,DEC: CLR<18 ALL FIELDS,351
VG73F1,DECEMBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1446,DEC: OFFICRS KILL BY FE,351
VG73F1,DECEMBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1447,DEC: OFFICRS KILL BY AC,351
VG73F1,DECEMBER: NUMBER OF OFFICERS KILLED OR ASSAULTED,V1448,DEC: OFFICERS ASSAULTED,351
